scenario_group,valve_context,thickness_mm,pore_index_0_1,degradation_half_life_months,material_risk_index_0_1,morphology_index_0_1,target_gradient_mmHg,predicted_gradient_mmHg,effective_orifice_area_cm2,residual_Mw_12m_percent,integration_12m_index_0_1,region_specificity_hinge_belly_ratio,regurgitation_fraction_percent,failure_risk_0_1,objective_score,feasible,result_type,gradient_closeness,safety_score,pareto_efficient
full_data_informed,aortic_high_pressure,0.6137904474109088,0.8270815225255372,58.276074930684196,0.03589574604535989,0.6129831932956393,32.75,31.78198398343062,2.2950462603275175,85.6708528610172,0.9212759029289507,5.889103344149537,13.469644828245901,0.04477218558166726,0.6423135891039965,1,scenario_model_generated_from_literature_calibrated_priors,0.9704422590360495,0.9552278144183327,1
biology_only,aortic_high_pressure,0.42725559009355607,0.9183443703585806,55.09865877496394,0.04398833887926963,0.5789779689489071,32.75,29.234591054507067,2.6739875501533388,86.83422483167021,0.8595974452595325,3.586870780945995,12.355053393159219,0.033273651589312656,0.6293081701098346,1,scenario_model_generated_from_literature_calibrated_priors,0.8926592688399104,0.9667263484106874,0
full_data_informed,aortic_high_pressure,0.5948274427913672,0.8297115097904523,65.33185699642814,0.0694906773753926,0.6120307699475607,32.75,31.45399855329256,2.4220733022666074,87.40829404390304,0.8790452356601701,2.756772175912105,6.896751666167595,0.09025438269675286,0.6228889303571262,1,scenario_model_generated_from_literature_calibrated_priors,0.9604274367417576,0.9097456173032471,1
biology_only,aortic_high_pressure,0.7841821610425027,0.8406025964135085,66.68053047223152,0.0119600135762218,0.7279908317842051,32.75,37.81281283611892,2.0145832736550964,93.40124108491965,0.906606002037748,6.091067998897463,10.070945088296773,0.048062498214779474,0.6224283531006426,1,scenario_model_generated_from_literature_calibrated_priors,0.8454102950803383,0.9519375017852205,1
full_data_informed,aortic_high_pressure,0.5754716728814844,0.8052016916029412,64.86846144095726,0.011095748347793734,0.46193180748596957,32.75,34.17071987865584,2.470548807910625,90.07870734911238,0.8233931088023442,2.2920151248726617,8.652495661224597,0.02558966882617193,0.6213065212824734,1,scenario_model_generated_from_literature_calibrated_priors,0.9566192403463867,0.974410331173828,1
biology_only,aortic_high_pressure,0.6008254587370254,0.7596676588182124,82.72961262086673,0.14094055077521325,0.4508000121055159,32.75,31.573198238573706,2.3752245066979456,89.4463644870878,0.8585934127199841,5.641567088000456,14.985985681643532,0.02803338664922571,0.6203013834427765,1,scenario_model_generated_from_literature_calibrated_priors,0.9640671217885101,0.9719666133507743,1
biology_only,aortic_high_pressure,0.6226228771342398,0.778780637372036,54.10358255051363,0.21748940991197444,0.9401192886013942,32.75,30.97879508750821,2.212611844825574,83.64434592441582,0.9315518590737148,6.5987761568637735,8.45589248353955,0.05461850886746327,0.6198141703746943,1,scenario_model_generated_from_literature_calibrated_priors,0.9459174072521591,0.9453814911325368,1
biology_only,aortic_high_pressure,0.6084299029273156,0.5527294560856942,64.56223644027833,0.08141530417690458,0.8836100543045143,32.75,35.80980921282603,2.2316141115564316,90.2942064981436,0.8629248562310499,4.527358751738199,12.663451767827228,0.027742735923805644,0.6143751401366093,1,scenario_model_generated_from_literature_calibrated_priors,0.9065707110587471,0.9722572640761944,1
biology_only,aortic_high_pressure,0.5992327463236974,0.9093039633761988,78.48339003352264,0.039586085197789486,0.9518854012946338,32.75,31.22665372837936,2.305782893707378,89.28050902041845,0.8513747058403424,5.464218637454934,6.04446909085258,0.07457213462263619,0.6128912822228431,1,scenario_model_generated_from_literature_calibrated_priors,0.9534856100268507,0.9254278653773638,0
hydrodynamic_only,aortic_high_pressure,0.5231192931121716,0.9525301446714877,42.796245879902955,0.08533230937009649,0.8023423743379211,32.75,33.730358543779644,2.393305396842386,83.93234787898976,0.8601273561877438,3.8161609601799333,9.28950619397013,0.058566568102427954,0.6122075965343005,1,scenario_model_generated_from_literature_calibrated_priors,0.970065387976194,0.941433431897572,0
biology_only,aortic_high_pressure,0.41615210849489537,0.8821336011818981,77.34054864552942,0.07241957655601765,0.8279615494139324,32.75,21.99556995915627,2.708180859430088,91.33179556783351,0.8656501077701627,3.7405324185002398,11.293991615854289,0.044429242541425024,0.6110715301381392,1,scenario_model_generated_from_literature_calibrated_priors,0.6716204567681304,0.955570757458575,1
full_data_informed,aortic_high_pressure,0.5834849705098121,0.8922740964405826,66.75460981889346,0.08557724016246875,0.4676468629573694,32.75,34.75082582773164,2.3853992079600337,90.13713235738983,0.8314891451731221,1.7808469724781046,6.421340272089882,0.049833661122432246,0.6085914044129457,1,scenario_model_generated_from_literature_calibrated_priors,0.9389060815959805,0.9501663388775677,1
biology_only,aortic_high_pressure,0.45606729749902486,0.8901280567824136,59.02303761830557,0.10404782326717124,0.9243328163493918,32.75,24.889488221360637,2.698326462819221,90.83054932433204,0.8473888887230682,8.100577213771146,10.84393642579854,0.05562587095083124,0.6082888047554986,1,scenario_model_generated_from_literature_calibrated_priors,0.7599843731713172,0.9443741290491687,0
biology_only,aortic_high_pressure,0.5594205573170734,0.8713925117682463,66.25772737692766,0.10987036262944518,0.8156752460106919,32.75,31.237668571536158,2.2329251815499633,86.61416310366307,0.8595348131631189,8.171301852734741,10.940710482030235,0.05032074168249174,0.6061740594469202,1,scenario_model_generated_from_literature_calibrated_priors,0.9538219411156079,0.9496792583175082,1
biology_only,aortic_high_pressure,0.5539373540967614,0.693121917409999,81.1688777131092,0.08611514037078564,0.4639136775520099,32.75,31.1015706203597,2.3519202563079356,91.89153894385409,0.8093380328158729,4.76941162185874,9.197614270984358,0.046095486915901686,0.6026182209789054,1,scenario_model_generated_from_literature_calibrated_priors,0.9496662784842655,0.9539045130840983,1
biology_only,aortic_high_pressure,0.7184040161650352,0.7308175129296072,52.93920845385546,0.12417738528172334,0.8440212133692434,32.75,33.63641580478042,2.153437475024862,84.60949959524125,0.8721523595047723,2.63067206433185,8.740023895112406,0.06779807788948597,0.6022431449565848,1,scenario_model_generated_from_literature_calibrated_priors,0.972933868556323,0.932201922110514,1
biology_only,aortic_high_pressure,0.5937325097940837,0.5899168541208234,54.17112858694619,0.16210683110250887,0.6973826748095854,32.75,33.24627994092701,2.3022615115127993,85.28128697432912,0.8411950103158156,6.515803492606566,7.157752940941693,0.031241286522998086,0.602135713812294,1,scenario_model_generated_from_literature_calibrated_priors,0.9848464140174958,0.9687587134770019,1
full_data_informed,aortic_high_pressure,0.5493363885264934,0.7212703602734986,53.278667277106635,0.027352393733719883,0.8904402214056883,32.75,31.23169660301578,2.266941265617523,86.69069176702172,0.8275187801060954,3.8172002551112656,8.721583052693424,0.0456682138824985,0.6018898412979914,1,scenario_model_generated_from_literature_calibrated_priors,0.9536395909317795,0.9543317861175015,0
biology_only,aortic_high_pressure,0.6222938224951621,0.9211854920720679,58.87657981841711,0.06696241457343124,0.9018351497173812,32.75,32.23456642055379,2.2975408758197178,85.50443122751528,0.8311328692603484,6.38748444438972,11.448352110531266,0.0617683561226293,0.6007322833555538,1,scenario_model_generated_from_literature_calibrated_priors,0.9842615700932456,0.9382316438773707,0
full_data_informed,aortic_high_pressure,0.5941687811345792,0.6436030652452608,43.0824923049164,0.04642028685286414,0.9375112804085393,32.75,33.41988459794282,2.341475734280294,79.45032200391603,0.8394624816401516,7.1108043302946555,11.275587795924283,0.03777685008901423,0.6004461506626272,1,scenario_model_generated_from_literature_calibrated_priors,0.9795455084597613,0.9622231499109858,0
full_data_informed,aortic_high_pressure,0.5656356574396365,0.6970627645320847,50.87951109066525,0.028562745678342605,0.8064530800488325,32.75,32.47505686785847,2.374862046317261,82.69022581673359,0.8130832232415863,7.712600157656004,9.990036008686273,0.03469167532183885,0.600237349624681,1,scenario_model_generated_from_literature_calibrated_priors,0.9916047898582739,0.9653083246781612,1
biology_only,aortic_high_pressure,0.5600226513113885,0.9244459455300807,61.11626760403653,0.09247960015101335,0.6974524734993528,32.75,32.65285296409938,2.12638648530029,88.7835874227083,0.8368061015923142,5.911290248169458,8.044830834206273,0.06147191226649892,0.5999985117151138,1,scenario_model_generated_from_literature_calibrated_priors,0.9970336782931108,0.938528087733501,1
biology_only,aortic_high_pressure,0.6936738049642227,0.756815271576153,70.16152974903541,0.1686623501373797,0.7849797056991494,32.75,33.21853492583759,2.050087846405753,92.98106379359221,0.8400865114706142,3.648779548543743,13.938132689774351,0.05965460975912459,0.5979521472000525,1,scenario_model_generated_from_literature_calibrated_priors,0.9856935900507606,0.9403453902408754,1
biology_only,aortic_high_pressure,0.6925852636002895,0.5761755664216807,59.53265759062548,0.031968123954344514,0.9731920614359815,32.75,33.68131150929837,1.9729125405522054,86.16191590859987,0.8476687346416998,3.8729738088646224,10.693771843049525,0.03675696369100267,0.5979069409876561,1,scenario_model_generated_from_literature_calibrated_priors,0.9715630073496682,0.9632430363089973,1
biology_only,aortic_high_pressure,0.6352956277760042,0.6710555144573994,65.70239511851366,0.09485494384670284,0.8683486637145631,32.75,36.33246171415179,2.1374357489193736,92.33807423691185,0.8539058732776645,4.123270870169742,10.38826879662669,0.08700090270224792,0.5970856706357052,1,scenario_model_generated_from_literature_calibrated_priors,0.8906118560564339,0.9129990972977521,1
biology_only,aortic_high_pressure,0.4857289372099735,0.8395759724797301,60.25877369849151,0.2289763135989811,0.598369751710661,32.75,28.433965140101982,2.4504548625116924,86.38095419871517,0.8580094736994206,5.609825665586954,7.546491137073326,0.044772664319997164,0.5970762293819483,1,scenario_model_generated_from_literature_calibrated_priors,0.8682126760336484,0.9552273356800028,0
biology_only,aortic_high_pressure,0.6487336731809341,0.8168712647160009,72.98761328175837,0.05073257434183709,0.36952350834197284,32.75,37.9094876543289,2.1937367298015857,93.20224457792027,0.8234757468894073,3.003624196752667,8.37705439570309,0.026910629046397714,0.5960413908972241,1,scenario_model_generated_from_literature_calibrated_priors,0.8424583922342321,0.9730893709536023,1
full_data_informed,aortic_high_pressure,0.5748557332673205,0.5241148652937606,65.23479868230629,0.045099522344262365,0.6958436801487969,32.75,34.19151342163282,2.2307591849850734,87.99569202617904,0.8151481218219194,3.749800313404571,12.149532703746985,0.046632329861504236,0.5959414002566299,1,scenario_model_generated_from_literature_calibrated_priors,0.955984323003578,0.9533676701384958,0
full_data_informed,aortic_high_pressure,0.5364497315745912,0.7827692397041615,70.83592483432153,0.1663361738047505,0.6974837207333507,32.75,27.67429126096379,2.434484315483435,86.87798358562645,0.8466858295672303,6.196171925261713,11.802123678659685,0.03805609067866481,0.5957187494798492,1,scenario_model_generated_from_literature_calibrated_priors,0.8450165270523295,0.9619439093213352,0
full_data_informed,aortic_high_pressure,0.617561935742247,0.6825837250110084,65.47987073925967,0.01926775584240871,0.8039765207343906,32.75,35.502758380246775,2.312543582942537,88.95978029379738,0.8075921174373665,5.509098271781212,8.795252465186282,0.05363982386696743,0.5947332377935604,1,scenario_model_generated_from_literature_calibrated_priors,0.9159463090000985,0.9463601761330326,0
full_data_informed,aortic_high_pressure,0.5786156574782628,0.7489626435739863,65.60726166865682,0.046893301898091835,0.6679857665057474,32.75,30.74951950549511,2.4648010277303416,87.52823509694355,0.7920046635231057,2.931856007803378,6.146077012987268,0.04910120432114049,0.5944951715321286,1,scenario_model_generated_from_literature_calibrated_priors,0.938916626121988,0.9508987956788595,0
biology_only,aortic_high_pressure,0.5654108019580338,0.8409252763966183,55.66211836508902,0.12752195046374862,0.5375916059362572,32.75,29.060267713373996,2.28250405139006,83.44231488171675,0.8683789997879134,2.376048602649936,10.023095216917914,0.0713535333719272,0.5939025981383858,1,scenario_model_generated_from_literature_calibrated_priors,0.887336418728977,0.9286464666280728,0
biology_only,aortic_high_pressure,0.48274993493468543,0.5366939961840586,70.12405533067314,0.025958190849942157,0.7214933756322813,32.75,29.13685161050828,2.339669910632582,87.71688816369301,0.8144487230866986,4.347049806495504,7.729676938032819,0.04930332948524628,0.5937381529373907,1,scenario_model_generated_from_literature_calibrated_priors,0.8896748583361307,0.9506966705147537,0
hydrodynamic_only,aortic_high_pressure,0.5542670388723027,0.8387000361264997,46.00773778073067,0.2381530233921748,0.614157398723009,32.75,28.632279010987137,2.5003988169367255,85.03503631198647,0.8457245155874386,2.8304506600613695,10.391288861414452,0.033907354671215584,0.59372205150487,1,scenario_model_generated_from_literature_calibrated_priors,0.8742680614041873,0.9660926453287844,0
